dataset,year,table,column_position,variable,role,family,identifier_flag,name_field_flag,survey_design_flag,candidate_feature,candidate_target,candidate_context,cyber_physical_relevance,occupant_relevance,vehicle_relevance,event_relevance,requires_codebook_verification
CRSS,2024,person.csv,35,VPICBODYCLASSNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,person.csv,36,MAKE,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,person.csv,37,MAKENAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,person.csv,38,BODY_TYP,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,person.csv,39,BODY_TYPNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,person.csv,40,ICFINALBODY,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,person.csv,41,ICFINALBODYNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,person.csv,42,GVWR_FROM,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,person.csv,43,GVWR_FROMNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,person.csv,44,GVWR_TO,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,person.csv,45,GVWR_TONAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,person.csv,46,TOW_VEH,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,True,False,True
CRSS,2024,person.csv,47,TOW_VEHNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,True,False,False
CRSS,2024,person.csv,48,AGE,candidate_feature,occupant_person,False,False,False,True,False,False,False,True,False,False,True
CRSS,2024,person.csv,49,AGENAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,True,False,False,False
CRSS,2024,person.csv,50,AGE_IM,candidate_feature,occupant_person,False,False,False,True,False,False,False,True,False,False,True
CRSS,2024,person.csv,51,AGE_IMNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,True,False,False,False
CRSS,2024,person.csv,52,SEX,candidate_feature,occupant_person,False,False,False,True,False,False,False,True,False,False,True
CRSS,2024,person.csv,53,SEXNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,True,False,False,False
CRSS,2024,person.csv,54,SEX_IM,candidate_feature,occupant_person,False,False,False,True,False,False,False,True,False,False,True
CRSS,2024,person.csv,55,SEX_IMNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,True,False,False,False
CRSS,2024,person.csv,56,PER_TYP,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,person.csv,57,PER_TYPNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,person.csv,58,DEVTYPE,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,person.csv,59,DEVTYPENAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,person.csv,60,DEVMOTOR,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,person.csv,61,DEVMOTORNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,person.csv,62,INJ_SEV,candidate_target,occupant_person,False,False,False,False,True,False,False,True,False,False,True
CRSS,2024,person.csv,63,INJ_SEVNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,True,False,False,False
CRSS,2024,person.csv,64,INJSEV_IM,candidate_target,occupant_person,False,False,False,False,True,False,False,True,False,False,True
CRSS,2024,person.csv,65,INJSEV_IMNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,True,False,False,False
CRSS,2024,person.csv,66,SEAT_POS,candidate_feature,occupant_person,False,False,False,True,False,False,False,True,False,False,True
CRSS,2024,person.csv,67,SEAT_POSNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,True,False,False,False
CRSS,2024,person.csv,68,SEAT_IM,candidate_feature,occupant_person,False,False,False,True,False,False,False,True,False,False,True
CRSS,2024,person.csv,69,SEAT_IMNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,True,False,False,False
CRSS,2024,person.csv,70,REST_USE,candidate_feature,occupant_person,False,False,False,True,False,False,False,True,False,False,True
CRSS,2024,person.csv,71,REST_USENAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,True,False,False,False
CRSS,2024,person.csv,72,REST_MIS,candidate_feature,occupant_person,False,False,False,True,False,False,False,True,False,False,True
CRSS,2024,person.csv,73,REST_MISNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,True,False,False,False
CRSS,2024,person.csv,74,HELM_USE,candidate_feature,occupant_person,False,False,False,True,False,False,False,True,False,False,True
CRSS,2024,person.csv,75,HELM_USENAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,True,False,False,False
CRSS,2024,person.csv,76,HELM_MIS,candidate_feature,occupant_person,False,False,False,True,False,False,False,True,False,False,True
CRSS,2024,person.csv,77,HELM_MISNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,True,False,False,False
CRSS,2024,person.csv,78,AIR_BAG,candidate_feature,occupant_person,False,False,False,True,False,False,False,True,False,False,True
CRSS,2024,person.csv,79,AIR_BAGNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,True,False,False,False
CRSS,2024,person.csv,80,EJECTION,candidate_feature,occupant_person,False,False,False,True,False,False,False,True,False,False,True
CRSS,2024,person.csv,81,EJECTIONNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,True,False,False,False
CRSS,2024,person.csv,82,EJECT_IM,candidate_feature,occupant_person,False,False,False,True,False,False,False,True,False,False,True
CRSS,2024,person.csv,83,EJECT_IMNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,True,False,False,False
CRSS,2024,person.csv,84,DRINKING,candidate_feature,occupant_person,False,False,False,True,False,False,False,True,False,False,True
CRSS,2024,person.csv,85,DRINKINGNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,True,False,False,False
CRSS,2024,person.csv,86,PERALCH_IM,candidate_feature,occupant_person,False,False,False,True,False,False,False,True,False,False,True
CRSS,2024,person.csv,87,PERALCH_IMNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,True,False,False,False
CRSS,2024,person.csv,88,ALC_STATUS,candidate_feature,occupant_person,False,False,False,True,False,False,False,True,False,False,True
CRSS,2024,person.csv,89,ALC_STATUSNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,True,False,False,False
CRSS,2024,person.csv,90,ATST_TYP,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,person.csv,91,ATST_TYPNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,person.csv,92,ALC_RES,candidate_feature,occupant_person,False,False,False,True,False,False,False,True,False,False,True
CRSS,2024,person.csv,93,ALC_RESNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,True,False,False,False
CRSS,2024,person.csv,94,DRUGS,candidate_feature,occupant_person,False,False,False,True,False,False,False,True,False,False,True
CRSS,2024,person.csv,95,DRUGSNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,True,False,False,False
CRSS,2024,person.csv,96,HOSPITAL,candidate_feature,occupant_person,False,False,False,True,False,False,False,True,False,False,True
CRSS,2024,person.csv,97,HOSPITALNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,True,False,False,False
CRSS,2024,person.csv,98,STR_VEH,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,True,False,True
CRSS,2024,person.csv,99,LOCATION,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,person.csv,100,LOCATIONNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,person.csv,101,SPEC_USE,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,person.csv,102,SPEC_USENAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,person.csv,103,EMER_USE,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,person.csv,104,EMER_USENAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,person.csv,105,ROLLOVER,candidate_feature,occupant_person,False,False,False,True,False,False,True,False,True,False,True
CRSS,2024,person.csv,106,ROLLOVERNAME,descriptive_label,occupant_person,False,True,False,False,False,True,True,False,True,False,False
CRSS,2024,person.csv,107,IMPACT1,candidate_feature,occupant_person,False,False,False,True,False,False,True,False,True,False,True
CRSS,2024,person.csv,108,IMPACT1NAME,descriptive_label,occupant_person,False,True,False,False,False,True,True,False,True,False,False
CRSS,2024,person.csv,109,FIRE_EXP,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,True,False,True
CRSS,2024,person.csv,110,FIRE_EXPNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,True,False,False
CRSS,2024,person.csv,111,MAK_MOD,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,person.csv,112,MAK_MODNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,personrf.csv,1,CASENUM,identifier,occupant_person,True,False,False,False,False,True,False,False,False,False,False
CRSS,2024,personrf.csv,2,VEH_NO,relational_identifier,occupant_person,True,False,False,False,False,True,False,False,True,False,False
CRSS,2024,personrf.csv,3,PER_NO,relational_identifier,occupant_person,True,False,False,False,False,True,False,False,False,False,False
CRSS,2024,personrf.csv,4,PSU,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,personrf.csv,5,PSU_VAR,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,personrf.csv,6,PSUSTRAT,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,personrf.csv,7,REGION,identifier,occupant_person,True,False,False,False,False,True,False,False,False,False,False
CRSS,2024,personrf.csv,8,REGIONNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,personrf.csv,9,URBANICITY,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,personrf.csv,10,URBANICITYNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,personrf.csv,11,STRATUM,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,personrf.csv,12,STRATUMNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,personrf.csv,13,PJ,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,personrf.csv,14,WEIGHT,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,personrf.csv,15,PERSONRF,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,personrf.csv,16,PERSONRFNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,pvehiclesf.csv,1,CASENUM,identifier,special_vehicle,True,False,False,False,False,True,False,False,False,False,False
CRSS,2024,pvehiclesf.csv,2,VEH_NO,relational_identifier,special_vehicle,True,False,False,False,False,True,False,False,True,False,False
CRSS,2024,pvehiclesf.csv,3,PSU,survey_design,special_vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,pvehiclesf.csv,4,PSU_VAR,survey_design,special_vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,pvehiclesf.csv,5,PSUSTRAT,survey_design,special_vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,pvehiclesf.csv,6,REGION,identifier,special_vehicle,True,False,False,False,False,True,False,False,False,False,False
CRSS,2024,pvehiclesf.csv,7,REGIONNAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,pvehiclesf.csv,8,URBANICITY,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,pvehiclesf.csv,9,URBANICITYNAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,pvehiclesf.csv,10,STRATUM,survey_design,special_vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,pvehiclesf.csv,11,STRATUMNAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,pvehiclesf.csv,12,PJ,survey_design,special_vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,pvehiclesf.csv,13,WEIGHT,survey_design,special_vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,pvehiclesf.csv,14,PVEHICLESF,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,True,False,True
CRSS,2024,pvehiclesf.csv,15,PVEHICLESFNAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,True,False,False
CRSS,2024,safetyeq.csv,1,CASENUM,identifier,occupant_person,True,False,False,False,False,True,False,False,False,False,False
CRSS,2024,safetyeq.csv,2,VEH_NO,relational_identifier,occupant_person,True,False,False,False,False,True,False,False,True,False,False
CRSS,2024,safetyeq.csv,3,PER_NO,relational_identifier,occupant_person,True,False,False,False,False,True,False,False,False,False,False
CRSS,2024,safetyeq.csv,4,PSU,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,safetyeq.csv,5,PSU_VAR,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,safetyeq.csv,6,PSUSTRAT,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,safetyeq.csv,7,REGION,identifier,occupant_person,True,False,False,False,False,True,False,False,False,False,False
CRSS,2024,safetyeq.csv,8,REGIONNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,safetyeq.csv,9,URBANICITY,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,safetyeq.csv,10,URBANICITYNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,safetyeq.csv,11,STRATUM,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,safetyeq.csv,12,STRATUMNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,safetyeq.csv,13,PJ,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,safetyeq.csv,14,WEIGHT,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,safetyeq.csv,15,NMHELMET,candidate_feature,occupant_person,False,False,False,True,False,False,False,True,False,False,True
CRSS,2024,safetyeq.csv,16,NMHELMETNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,True,False,False,False
CRSS,2024,safetyeq.csv,17,NMPROPAD,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,safetyeq.csv,18,NMPROPADNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,safetyeq.csv,19,NMOTHPRO,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,safetyeq.csv,20,NMOTHPRONAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,safetyeq.csv,21,NMREFCLO,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,safetyeq.csv,22,NMREFCLONAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,safetyeq.csv,23,NMLIGHT,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,safetyeq.csv,24,NMLIGHTNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,safetyeq.csv,25,NMOTHPRE,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,safetyeq.csv,26,NMOTHPRENAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,vehicle.csv,1,CASENUM,identifier,vehicle,True,False,False,False,False,True,False,False,False,False,False
CRSS,2024,vehicle.csv,2,VEH_NO,relational_identifier,vehicle,True,False,False,False,False,True,False,False,True,False,False
CRSS,2024,vehicle.csv,3,PSU,survey_design,vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,vehicle.csv,4,PSU_VAR,survey_design,vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,vehicle.csv,5,PSUSTRAT,survey_design,vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,vehicle.csv,6,REGION,identifier,vehicle,True,False,False,False,False,True,False,False,False,False,False
CRSS,2024,vehicle.csv,7,REGIONNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,vehicle.csv,8,URBANICITY,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,vehicle.csv,9,URBANICITYNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,vehicle.csv,10,STRATUM,survey_design,vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,vehicle.csv,11,STRATUMNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,vehicle.csv,12,PJ,survey_design,vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,vehicle.csv,13,WEIGHT,survey_design,vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,vehicle.csv,14,VE_FORMS,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,vehicle.csv,15,MONTH,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,vehicle.csv,16,MONTHNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,vehicle.csv,17,HOUR,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,vehicle.csv,18,HOURNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,vehicle.csv,19,MINUTE,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,vehicle.csv,20,MINUTENAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,vehicle.csv,21,HARM_EV,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,True,True
CRSS,2024,vehicle.csv,22,HARM_EVNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,True,False
CRSS,2024,vehicle.csv,23,MAN_COLL,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,True,True
CRSS,2024,vehicle.csv,24,MAN_COLLNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,True,False
CRSS,2024,vehicle.csv,25,NUMOCCS,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,vehicle.csv,26,NUMOCCSNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,vehicle.csv,27,UNITTYPE,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,vehicle.csv,28,UNITTYPENAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,vehicle.csv,29,HIT_RUN,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,vehicle.csv,30,HIT_RUNNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,vehicle.csv,31,VIN,candidate_feature,vehicle,False,False,False,True,False,False,False,False,True,False,True
CRSS,2024,vehicle.csv,32,VINNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,True,False,False
CRSS,2024,vehicle.csv,33,MOD_YEAR,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,vehicle.csv,34,MOD_YEARNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,vehicle.csv,35,MDLYR_IM,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,vehicle.csv,36,MDLYR_IMNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,vehicle.csv,37,VPICMAKE,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,vehicle.csv,38,VPICMAKENAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,vehicle.csv,39,VPICMODEL,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,vehicle.csv,40,VPICMODELNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,vehicle.csv,41,VPICBODYCLASS,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,vehicle.csv,42,VPICBODYCLASSNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,vehicle.csv,43,MAKE,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,vehicle.csv,44,MAKENAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,vehicle.csv,45,MODEL,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,vehicle.csv,46,BODY_TYP,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,vehicle.csv,47,BODY_TYPNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,vehicle.csv,48,ICFINALBODY,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,vehicle.csv,49,ICFINALBODYNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,vehicle.csv,50,GVWR_FROM,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,vehicle.csv,51,GVWR_FROMNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,vehicle.csv,52,GVWR_TO,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,vehicle.csv,53,GVWR_TONAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,vehicle.csv,54,TOW_VEH,candidate_feature,vehicle,False,False,False,True,False,False,False,False,True,False,True
CRSS,2024,vehicle.csv,55,TOW_VEHNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,True,False,False
CRSS,2024,vehicle.csv,56,TRLR1VIN,candidate_feature,vehicle,False,False,False,True,False,False,False,False,True,False,True
CRSS,2024,vehicle.csv,57,TRLR1VINNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,True,False,False
CRSS,2024,vehicle.csv,58,TRLR2VIN,candidate_feature,vehicle,False,False,False,True,False,False,False,False,True,False,True
CRSS,2024,vehicle.csv,59,TRLR2VINNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,True,False,False
CRSS,2024,vehicle.csv,60,TRLR3VIN,candidate_feature,vehicle,False,False,False,True,False,False,False,False,True,False,True
CRSS,2024,vehicle.csv,61,TRLR3VINNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,True,False,False
CRSS,2024,vehicle.csv,62,TRLR1GVWR,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,vehicle.csv,63,TRLR1GVWRNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,vehicle.csv,64,TRLR2GVWR,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,vehicle.csv,65,TRLR2GVWRNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,vehicle.csv,66,TRLR3GVWR,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,vehicle.csv,67,TRLR3GVWRNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,vehicle.csv,68,J_KNIFE,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,vehicle.csv,69,J_KNIFENAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,vehicle.csv,70,MCARR_ID,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,vehicle.csv,71,MCARR_IDNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,vehicle.csv,72,MCARR_I1,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,vehicle.csv,73,MCARR_I1NAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,vehicle.csv,74,MCARR_I2,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,vehicle.csv,75,MCARR_I2NAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,vehicle.csv,76,V_CONFIG,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,vehicle.csv,77,V_CONFIGNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,vehicle.csv,78,CARGO_BT,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,vehicle.csv,79,CARGO_BTNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,vehicle.csv,80,HAZ_INV,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,vehicle.csv,81,HAZ_INVNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,vehicle.csv,82,HAZ_PLAC,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,vehicle.csv,83,HAZ_PLACNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,vehicle.csv,84,HAZ_ID,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,vehicle.csv,85,HAZ_IDNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,vehicle.csv,86,HAZ_CNO,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,vehicle.csv,87,HAZ_CNONAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,vehicle.csv,88,HAZ_REL,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,vehicle.csv,89,HAZ_RELNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,vehicle.csv,90,BUS_USE,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,vehicle.csv,91,BUS_USENAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,vehicle.csv,92,SPEC_USE,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,vehicle.csv,93,SPEC_USENAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,vehicle.csv,94,EMER_USE,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,vehicle.csv,95,EMER_USENAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,vehicle.csv,96,TRAV_SP,candidate_feature,vehicle,False,False,False,True,False,False,True,False,True,False,True
