dataset,year,table,column_position,variable
CRSS,2024,vpicdecode.csv,192,TRACTIONCONTROLID
CRSS,2024,vpicdecode.csv,193,TRACTIONCONTROL
CRSS,2024,vpicdecode.csv,194,AUTOPEDESTRIANALERTINGSOUNDID
CRSS,2024,vpicdecode.csv,195,AUTOPEDESTRIANALERTINGSOUND
CRSS,2024,vpicdecode.csv,196,KEYLESSIGNITIONID
CRSS,2024,vpicdecode.csv,197,KEYLESSIGNITION
CRSS,2024,vpicdecode.csv,198,SAEAUTOMATIONLEVEL_FROM
CRSS,2024,vpicdecode.csv,199,SAEAUTOMATIONLEVEL_TO
CRSS,2024,vpicdecode.csv,200,AUTOREVERSESYSTEMID
CRSS,2024,vpicdecode.csv,201,AUTOREVERSESYSTEM
CRSS,2024,vpicdecode.csv,202,ACTIVESAFETYSYSNOTE
CRSS,2024,vpictrailerdecode.csv,1,CASENUM
CRSS,2024,vpictrailerdecode.csv,2,VEH_NO
CRSS,2024,vpictrailerdecode.csv,3,TRAILER_NO
CRSS,2024,vpictrailerdecode.csv,4,VEHICLEDESCRIPTOR
CRSS,2024,vpictrailerdecode.csv,5,VINDECODEDON
CRSS,2024,vpictrailerdecode.csv,6,VINDECODEERROR
CRSS,2024,vpictrailerdecode.csv,7,VEHICLETYPEID
CRSS,2024,vpictrailerdecode.csv,8,VEHICLETYPE
CRSS,2024,vpictrailerdecode.csv,9,MANUFACTURERFULLNAMEID
CRSS,2024,vpictrailerdecode.csv,10,MANUFACTURERFULLNAME
CRSS,2024,vpictrailerdecode.csv,11,MAKEID
CRSS,2024,vpictrailerdecode.csv,12,MAKE
CRSS,2024,vpictrailerdecode.csv,13,MODELID
CRSS,2024,vpictrailerdecode.csv,14,MODEL
CRSS,2024,vpictrailerdecode.csv,15,MODELYEAR
CRSS,2024,vpictrailerdecode.csv,16,SERIES
CRSS,2024,vpictrailerdecode.csv,17,TRIM
CRSS,2024,vpictrailerdecode.csv,18,PLANTCOUNTRYID
CRSS,2024,vpictrailerdecode.csv,19,PLANTCOUNTRY
CRSS,2024,vpictrailerdecode.csv,20,PLANTSTATE
CRSS,2024,vpictrailerdecode.csv,21,PLANTCITY
CRSS,2024,vpictrailerdecode.csv,22,PLANTCOMPANYNAME
CRSS,2024,vpictrailerdecode.csv,23,NONLANDUSEID
CRSS,2024,vpictrailerdecode.csv,24,NONLANDUSE
CRSS,2024,vpictrailerdecode.csv,25,NOTE
CRSS,2024,vpictrailerdecode.csv,26,BODYCLASSID
CRSS,2024,vpictrailerdecode.csv,27,BODYCLASS
CRSS,2024,vpictrailerdecode.csv,28,GROSSVEHICLEWEIGHTRATINGFROMID
CRSS,2024,vpictrailerdecode.csv,29,GROSSVEHICLEWEIGHTRATINGFROM
CRSS,2024,vpictrailerdecode.csv,30,GROSSVEHICLEWEIGHTRATINGTOID
CRSS,2024,vpictrailerdecode.csv,31,GROSSVEHICLEWEIGHTRATINGTO
CRSS,2024,vpictrailerdecode.csv,32,TRAILERBODYTYPEID
CRSS,2024,vpictrailerdecode.csv,33,TRAILERBODYTYPE
CRSS,2024,vpictrailerdecode.csv,34,TRAILERTYPECONNECTIONID
CRSS,2024,vpictrailerdecode.csv,35,TRAILERTYPECONNECTION
CRSS,2024,vpictrailerdecode.csv,36,TRAILERLENGTHFT
CRSS,2024,vpictrailerdecode.csv,37,OTHERTRAILERINFO
CRSS,2024,vpictrailerdecode.csv,38,AXLESCOUNT
CRSS,2024,vpictrailerdecode.csv,39,AXLECONFIGURATIONID
CRSS,2024,vpictrailerdecode.csv,40,AXLECONFIGURATION
CRSS,2024,vsoe.csv,1,CASENUM
CRSS,2024,vsoe.csv,2,VEH_NO
CRSS,2024,vsoe.csv,3,PSU
CRSS,2024,vsoe.csv,4,PSU_VAR
CRSS,2024,vsoe.csv,5,PSUSTRAT
CRSS,2024,vsoe.csv,6,REGION
CRSS,2024,vsoe.csv,7,REGIONNAME
CRSS,2024,vsoe.csv,8,URBANICITY
CRSS,2024,vsoe.csv,9,URBANICITYNAME
CRSS,2024,vsoe.csv,10,STRATUM
CRSS,2024,vsoe.csv,11,STRATUMNAME
CRSS,2024,vsoe.csv,12,PJ
CRSS,2024,vsoe.csv,13,WEIGHT
CRSS,2024,vsoe.csv,14,VEVENTNUM
CRSS,2024,vsoe.csv,15,SOE
CRSS,2024,vsoe.csv,16,SOENAME
CRSS,2024,vsoe.csv,17,AOI
CRSS,2024,vsoe.csv,18,AOINAME
CRSS,2024,weather.csv,1,CASENUM
CRSS,2024,weather.csv,2,PSU
CRSS,2024,weather.csv,3,PSU_VAR
CRSS,2024,weather.csv,4,PSUSTRAT
CRSS,2024,weather.csv,5,REGION
CRSS,2024,weather.csv,6,REGIONNAME
CRSS,2024,weather.csv,7,URBANICITY
CRSS,2024,weather.csv,8,URBANICITYNAME
CRSS,2024,weather.csv,9,STRATUM
CRSS,2024,weather.csv,10,STRATUMNAME
CRSS,2024,weather.csv,11,PJ
CRSS,2024,weather.csv,12,WEIGHT
CRSS,2024,weather.csv,13,WEATHER
CRSS,2024,weather.csv,14,WEATHERNAME
